(Number of Clickable Elements - Middle),Number of General  Elements,(Number of Clickable Elements - Bottom),(Number of Clickable Elements - Top),(Number of vertical swipeable Elements - Middle),is the activity contain a navigation drawer,(Number of Text Fields Elements - Middle),(Number of horizontal swipeable Elements - Middle),(Number of Text Fields Elements - Bottom),(Number of Text Fields Elements - Top),keywords
2,2,0,0,0,0,0,0,0,0,setting 
0,5,0,1,3,0,0,0,0,0,setting 
6,11,1,2,0,0,2,0,0,0,setting options 
0,4,0,1,2,0,0,0,0,0,setting 
0,5,0,1,3,0,0,0,0,0,setting 
0,6,0,1,4,0,0,0,0,0,setting account 
0,3,0,1,1,0,0,0,0,0,setting Accessibility 
2,11,0,6,2,0,0,1,0,0,
0,6,0,1,4,0,0,0,0,0,setting 
6,16,1,0,8,0,0,0,0,0,setting 
0,12,0,1,11,0,0,0,0,0,
0,18,0,2,13,0,0,0,0,0,preferences 
0,6,0,1,4,0,0,0,0,0,setting account options 
0,9,0,2,5,0,0,0,0,0,setting account 
1,2,0,1,0,0,0,0,0,0,setting account 
9,13,3,1,0,0,0,0,0,0,setting 
8,9,0,0,0,0,0,0,0,0,
0,2,0,1,0,1,1,0,0,0,setting account 
0,1,0,1,0,0,0,0,0,0,setting account options 
0,6,0,1,5,0,0,0,0,0,setting 
0,8,0,1,6,0,0,0,0,0,setting 
0,11,0,1,7,0,0,0,0,0,setting 
3,9,5,1,0,0,0,0,0,0,setting account preferences 
4,6,0,1,0,0,0,0,0,1,setting 
0,5,0,1,3,1,0,0,0,0,setting options 
9,12,0,3,0,1,0,0,0,0,setting 
2,7,0,2,0,0,3,0,0,0,setting 
0,1,0,1,0,1,0,0,0,0,setting 
15,16,0,1,0,1,0,0,0,0,setting 
5,7,1,1,0,0,0,0,0,0,setting 
0,8,0,0,6,0,0,0,0,0,setting 
2,3,0,1,0,0,0,0,0,0,setting 
0,9,0,0,6,0,0,0,0,0,preferences options 
0,2,0,1,0,0,0,0,0,0,setting 
0,8,0,1,5,0,0,1,0,0,setting 
0,3,0,1,1,0,0,0,0,0,setting 
0,6,0,1,0,0,5,0,0,0,setting account 
5,7,1,1,0,0,0,0,0,0,setting preferences 
2,4,0,2,0,0,0,0,0,0,account 
7,9,1,1,0,0,0,0,0,0,setting preferences options 
9,10,0,1,0,0,0,0,0,0,setting 
0,2,0,2,0,0,0,0,0,0,
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,1,0,1,0,1,0,0,0,0,setting 
10,15,1,3,0,0,0,0,0,0,setting account options 
0,10,0,1,7,0,0,0,0,0,setting preferences Accessibility 
0,8,0,1,6,0,0,0,0,0,setting 
0,10,0,1,7,0,0,0,0,0,setting 
0,8,0,1,6,0,0,0,0,0,setting account 
1,5,0,1,0,0,2,0,0,1,setting 
1,4,2,1,0,0,0,0,0,0,setting 
0,4,0,1,0,0,3,0,0,0,setting 
0,10,0,1,8,0,0,0,0,0,setting 
2,4,0,2,0,0,0,0,0,0,setting 
6,9,0,2,0,0,0,0,0,0,setting 
0,7,0,0,5,0,0,0,0,0,preferences 
2,2,0,0,0,0,0,0,0,0,
0,1,0,1,0,0,0,0,0,0,setting 
5,16,1,2,6,0,0,0,0,0,setting account 
0,8,0,1,6,0,0,0,0,0,setting 
0,1,1,0,0,0,0,0,0,0,options 
0,8,0,0,6,0,0,0,0,0,setting 
0,5,0,0,5,0,0,0,0,0,setting 
0,8,0,2,6,0,0,0,0,0,setting 
1,1,0,0,0,0,0,0,0,0,setting account 
0,8,0,1,6,0,0,0,0,0,setting 
0,8,0,0,6,0,0,0,0,0,
4,13,0,1,6,0,0,0,0,0,setting account preferences 
0,15,0,1,11,0,0,0,0,0,setting 
0,3,0,1,0,0,2,0,0,0,setting account 
4,9,0,5,0,0,0,0,0,0,
6,9,0,2,0,0,1,0,0,0,
0,1,0,1,0,0,0,0,0,0,setting 
0,1,1,0,0,0,0,0,0,0,setting 
0,8,0,0,6,0,0,0,0,0,preferences 
0,8,0,1,6,0,0,0,0,0,setting 
0,1,0,0,0,0,0,0,0,0,
13,18,2,2,0,0,0,0,0,0,setting account 
13,17,2,1,0,0,0,0,0,0,setting account 
0,8,0,1,6,0,0,0,0,0,setting account 
3,4,0,0,0,0,0,0,0,0,setting 
0,11,0,1,7,0,0,0,0,0,setting 
7,13,3,2,0,0,1,0,0,0,setting 
0,10,0,1,8,0,0,0,0,0,setting preferences 
1,2,0,1,0,0,0,0,0,0,setting 
4,10,0,0,0,0,2,2,2,0,setting 
8,11,0,3,0,0,0,0,0,0,setting preferences options 
0,5,0,1,3,0,0,0,0,0,setting configuration 
6,8,0,2,0,0,0,0,0,0,setting 
3,7,0,2,0,0,1,0,0,1,setting 
0,9,0,1,6,0,0,0,0,0,setting 
1,2,0,1,0,0,0,0,0,0,setting 
0,2,2,0,0,0,0,0,0,0,
1,5,0,0,3,0,0,0,0,0,preferences 
0,9,0,1,6,0,0,0,0,0,setting preferences 
0,10,0,1,7,0,0,0,0,0,setting preferences 
0,7,0,1,6,0,0,0,0,0,setting 
0,2,0,1,0,1,0,0,0,0,setting 
0,4,0,1,3,0,0,0,0,0,setting preferences 
0,5,0,1,4,0,0,0,0,0,setting 
0,9,0,0,8,0,0,0,0,0,setting Accessibility 
11,23,2,1,7,0,0,0,0,0,setting 
2,12,0,1,6,0,0,0,0,0,setting 
13,28,2,3,6,0,0,0,0,0,setting 
0,4,3,0,0,0,0,0,0,0,setting 
0,4,0,4,0,1,0,0,0,0,setting 
0,7,0,0,6,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
1,3,1,0,0,0,0,0,1,0,setting 
0,7,0,0,6,0,0,0,0,0,setting preferences 
7,9,0,2,0,0,0,0,0,0,setting preferences configuration 
2,4,0,2,0,0,0,0,0,0,setting 
0,3,0,1,0,0,2,0,0,0,setting 
0,0,0,0,0,0,0,0,0,0,
0,17,0,1,13,1,0,0,0,0,setting account 
0,23,0,1,10,0,10,0,0,1,setting 
4,5,0,1,0,0,0,0,0,0,setting account 
6,10,0,1,0,0,3,0,0,0,setting account preferences 
0,10,0,2,6,0,0,0,0,0,setting account 
0,6,0,1,5,0,0,0,0,0,setting 
0,12,0,1,10,0,0,0,0,0,setting options 
0,8,0,2,6,1,0,0,0,0,setting 
0,9,0,2,6,1,0,0,0,0,setting options 
0,2,0,1,1,0,0,0,0,0,setting 
2,4,0,2,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,
0,8,0,1,7,0,0,0,0,0,setting 
4,6,0,2,0,0,0,0,0,0,setting 
6,8,1,1,0,0,0,0,0,0,setting 
0,8,0,2,5,1,1,0,0,0,setting 
8,10,0,2,0,0,0,0,0,0,setting 
4,10,2,2,0,0,0,1,0,1,
0,3,1,2,0,0,0,0,0,0,
1,6,1,0,0,0,3,0,1,0,setting 
2,4,0,2,0,0,0,0,0,0,
1,4,0,2,0,0,0,1,0,0,
0,8,0,1,6,0,0,0,0,0,setting 
0,4,0,0,3,0,0,0,0,0,setting options 
0,9,0,1,7,0,0,0,0,0,setting 
1,3,0,2,0,0,0,0,0,0,
5,8,0,3,0,0,0,0,0,0,
31,33,0,1,0,0,0,1,0,0,setting 
0,10,0,1,4,0,0,3,0,0,preferences Accessibility 
0,8,0,1,6,0,0,0,0,0,setting 
0,5,0,2,0,1,0,2,0,1,setting account 
4,7,0,2,0,0,0,1,0,0,
2,4,0,2,0,0,0,0,0,0,setting 
31,33,0,1,0,0,0,1,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,15,0,2,0,0,12,0,1,0,setting options 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,3,0,1,1,0,0,1,0,0,setting 
9,12,1,2,0,0,0,0,0,0,setting preferences 
0,5,0,2,3,0,0,0,0,0,setting 
0,4,0,1,2,0,0,0,0,0,setting 
7,8,0,1,0,1,0,0,0,0,setting preferences 
5,8,1,2,0,1,0,0,0,0,setting account preferences 
1,21,0,1,10,0,8,0,0,0,setting 
0,10,0,1,8,0,0,0,0,0,setting preferences 
0,7,0,1,5,0,0,0,0,0,setting preferences 
2,5,2,0,0,0,1,0,0,0,
8,14,5,1,0,0,0,0,0,0,setting 
0,8,0,1,7,0,0,0,0,0,setting 
2,2,0,0,0,0,0,0,0,0,
2,6,1,3,0,1,0,0,0,0,setting account preferences options 
7,10,1,2,0,0,0,0,0,0,setting 
8,10,1,1,0,0,0,0,0,0,setting 
3,7,1,3,0,1,0,0,0,0,setting account preferences options 
2,6,1,3,0,1,0,0,0,0,setting account preferences options 
1,11,0,1,7,0,1,0,0,0,setting 
1,3,2,0,0,0,0,0,0,0,
0,10,0,1,8,0,0,0,0,0,setting 
0,4,0,1,3,0,0,0,0,0,setting preferences 
2,8,0,0,5,0,0,0,0,0,setting 
0,7,0,0,6,0,0,0,0,0,setting 
1,3,0,2,0,0,0,0,0,0,setting 
0,6,0,1,4,0,0,0,0,0,setting 
0,4,0,0,3,0,0,0,0,0,setting options 
0,9,0,1,7,1,0,0,0,0,setting 
0,5,0,1,3,0,0,0,0,0,setting account 
0,1,0,1,0,0,0,0,0,0,setting account 
0,8,0,0,6,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,4,0,0,4,0,0,0,0,0,setting 
0,1,0,1,0,0,0,0,0,0,setting 
0,10,0,0,7,0,0,0,0,0,preferences 
0,4,0,4,0,0,0,0,0,0,
0,3,0,0,2,0,0,0,0,0,setting preferences 
0,10,0,0,8,0,0,0,0,0,setting 
0,1,0,1,0,0,0,0,0,0,
0,8,0,0,6,0,0,0,0,0,preferences 
0,12,0,4,7,0,0,0,0,0,setting 
5,6,0,1,0,0,0,0,0,0,
16,27,0,2,8,0,0,0,0,0,
0,1,0,1,0,0,0,0,0,0,setting 
0,16,0,4,10,0,0,0,0,1,setting 
0,6,0,1,5,0,0,0,0,0,setting 
0,6,0,0,5,0,0,0,0,0,setting 
8,10,1,1,0,0,0,0,0,0,setting preferences 
5,7,1,1,0,0,0,0,0,0,preferences 
9,21,1,1,9,0,0,1,0,0,
0,1,0,1,0,0,0,0,0,0,setting 
0,9,0,1,8,0,0,0,0,0,setting Accessibility options 
0,7,0,1,5,0,0,0,0,0,setting options 
5,11,3,1,0,0,1,0,0,1,setting account 
0,5,0,1,3,0,0,0,0,0,setting 
0,11,0,1,8,0,0,0,0,1,
0,11,0,1,9,0,0,0,0,0,setting account options 
0,2,0,1,1,0,0,0,0,0,setting 
0,4,0,1,3,0,0,0,0,0,setting 
0,3,0,1,2,0,0,0,0,0,setting 
0,11,0,1,8,0,1,0,0,0,setting account preferences 
0,1,0,1,0,1,0,0,0,0,setting 
7,10,1,2,0,0,0,0,0,0,setting 
0,7,1,6,0,0,0,0,0,0,setting 
0,9,0,1,7,0,0,0,0,0,setting 
0,9,0,0,7,0,0,0,0,0,preferences 
0,7,0,1,5,0,0,0,0,0,setting preferences 
1,3,0,2,0,1,0,0,0,0,setting account 
0,17,0,2,13,0,0,0,0,0,setting 
0,6,5,1,0,0,0,0,0,0,
0,9,0,0,7,0,0,0,0,0,setting 
0,10,0,1,7,0,0,0,0,0,setting account 
0,0,0,0,0,0,0,0,0,0,setting 
2,3,0,1,0,0,0,0,0,0,setting 
0,11,0,0,8,0,0,0,0,0,preferences 
5,7,0,1,0,0,1,0,0,0,setting 
0,1,0,0,0,0,0,0,0,0,
0,2,0,1,0,0,0,0,0,0,setting 
0,0,0,0,0,0,0,0,0,0,setting 
0,12,0,1,9,0,0,0,0,0,setting 
0,7,0,1,6,0,0,0,0,0,setting account 
0,10,0,1,8,0,0,0,0,0,setting preferences 
1,4,0,3,0,1,0,0,0,0,setting 
0,3,0,1,2,0,0,0,0,0,setting account 
5,6,0,1,0,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting 
0,10,0,1,6,0,0,0,0,0,setting 
7,8,0,1,0,0,0,0,0,0,setting account 
3,4,0,0,0,0,0,0,0,0,setting 
3,5,0,2,0,0,0,0,0,0,setting 
0,8,0,0,7,0,0,0,0,0,configuration 
0,8,0,0,7,0,0,0,0,0,setting 
8,14,2,2,0,0,2,0,0,0,setting preferences options 
0,9,0,1,7,0,0,0,0,0,setting preferences Accessibility 
0,8,0,1,6,0,0,0,0,0,setting preferences 
2,5,0,0,0,0,3,0,0,0,setting account 
4,7,0,2,0,1,0,0,0,1,setting 
0,18,6,1,9,0,0,0,0,0,setting account 
2,6,2,0,0,0,2,0,0,0,account 
1,5,0,1,0,0,1,0,0,0,setting 
0,1,0,0,0,0,1,0,0,0,
0,3,0,1,0,0,2,0,0,0,setting 
1,2,1,0,0,0,0,0,0,0,setting 
0,3,0,1,1,1,0,0,0,0,setting 
0,8,0,1,6,0,0,0,0,0,setting 
2,5,0,0,0,0,3,0,0,0,account 
0,3,0,0,2,0,0,0,0,0,setting options 
0,6,0,1,4,0,0,0,0,0,setting 
0,7,0,1,6,0,0,0,0,0,setting 
1,2,0,1,0,0,0,0,0,0,setting 
10,15,1,3,0,0,1,0,0,0,
5,8,0,1,0,0,2,0,0,0,
5,8,0,1,0,0,2,0,0,0,
0,6,0,1,4,0,0,0,0,0,setting Accessibility options 
3,4,0,1,0,0,0,0,0,0,setting 
2,4,0,1,1,0,0,0,0,0,
2,5,2,0,0,0,1,0,0,0,
6,14,8,0,0,0,0,0,0,0,
0,9,0,1,7,0,0,0,0,0,setting 
0,0,0,0,0,0,0,0,0,0,setting 
1,3,0,2,0,0,0,0,0,0,
5,7,1,1,0,0,0,0,0,0,setting 
3,5,1,0,0,0,0,1,0,0,
0,9,0,0,6,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,10,0,2,7,0,0,0,0,0,setting 
2,3,0,1,0,0,0,0,0,0,
14,20,3,1,0,0,2,0,0,0,
3,4,0,1,0,0,0,0,0,0,setting 
3,9,1,1,0,0,4,0,0,0,setting account 
1,4,0,2,0,0,0,1,0,0,setting 
0,17,0,3,13,0,0,0,0,0,setting account preferences 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,9,0,1,6,0,0,0,0,0,setting options 
0,4,0,1,2,0,0,0,0,0,setting 
0,9,0,0,7,0,0,0,0,0,setting 
1,9,1,1,5,0,0,0,0,0,setting 
0,10,0,1,8,0,0,0,0,0,setting 
0,8,0,1,6,0,0,0,0,0,setting 
0,8,0,1,6,0,0,0,0,0,setting preferences 
0,9,0,1,0,1,7,0,1,0,setting 
0,8,0,1,6,0,0,0,0,0,setting 
0,8,1,1,6,1,0,0,0,0,setting 
16,37,1,1,10,0,8,0,0,0,
6,9,1,2,0,0,0,0,0,0,setting 
0,6,0,1,4,0,0,0,0,0,setting account 
0,5,0,0,4,0,0,0,0,0,setting preferences 
0,2,0,2,0,1,0,0,0,0,setting 
0,2,0,0,2,0,0,0,0,0,setting 
0,6,0,2,3,0,0,0,0,0,
9,13,0,1,2,0,0,0,0,0,setting account 
0,1,0,1,0,1,0,0,0,0,setting account language settings 
0,6,0,1,4,0,0,0,0,0,setting 
2,2,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,6,0,1,5,1,0,0,0,0,setting 
6,8,1,1,0,0,0,0,0,0,setting preferences configuration 
0,7,0,0,6,0,0,0,0,0,setting preferences 
20,25,4,0,0,0,1,0,0,0,
4,10,4,0,0,0,1,0,1,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences 
0,9,0,1,7,0,0,0,0,0,setting preferences 
2,5,0,0,0,0,0,3,0,0,setting 
1,2,0,1,0,0,0,0,0,0,setting 
0,8,0,0,7,0,0,0,0,0,
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,9,0,1,0,0,8,0,0,0,setting 
0,9,0,1,7,0,0,0,0,0,setting account 
17,19,1,1,0,1,0,0,0,0,setting account 
0,10,3,0,5,0,0,0,0,0,setting 
0,8,0,0,7,0,0,0,0,0,setting 
0,10,0,1,7,0,0,0,0,0,setting options 
0,8,0,1,6,0,0,0,0,0,setting options 
6,8,0,1,0,1,0,0,0,0,setting 
9,12,0,3,0,1,0,0,0,0,setting 
1,2,0,1,0,0,0,0,0,0,setting 
2,2,0,0,0,0,0,0,0,0,setting account 
0,13,1,1,9,0,0,0,0,0,setting configuration 
1,5,0,0,3,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,7,0,1,6,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting 
2,2,0,0,0,0,0,0,0,0,setting account options 
0,6,0,0,6,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,8,0,1,7,0,0,0,0,0,
3,4,0,1,0,0,0,0,0,0,setting 
0,5,0,2,2,0,0,0,0,0,setting account 
1,2,0,1,0,0,0,0,0,0,
12,15,2,1,0,0,0,0,0,0,options 
0,9,0,1,6,0,0,0,0,0,setting preferences 
0,7,0,1,5,0,0,0,0,0,setting 
1,1,0,0,0,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,10,0,0,7,0,0,0,0,0,setting account 
5,9,0,2,0,0,2,0,0,0,setting account options 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,7,0,1,5,0,0,0,0,0,setting account 
0,9,0,0,7,0,0,0,0,0,setting preferences 
7,8,1,0,0,0,0,0,0,0,setting account 
1,3,0,2,0,0,0,0,0,0,setting 
11,14,0,2,1,1,0,0,0,0,setting account 
0,16,0,1,14,0,0,0,0,0,setting preferences 
0,9,0,1,7,0,0,0,0,0,setting preferences 
6,9,0,3,0,0,0,0,0,0,setting 
0,5,0,1,4,0,0,0,0,0,setting preferences 
0,5,0,1,3,0,0,0,0,0,setting 
0,10,0,1,7,0,0,0,0,0,setting account 
2,4,0,2,0,0,0,0,0,0,setting account 
0,0,0,0,0,0,0,0,0,0,setting 
8,11,1,1,0,0,1,0,0,0,setting 
0,11,0,2,0,0,7,0,1,1,setting 
0,7,1,0,5,0,0,0,0,0,setting preferences 
0,2,2,0,0,0,0,0,0,0,preferences 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
3,8,1,2,0,0,1,1,0,0,setting 
0,9,0,1,6,0,0,0,0,0,setting 
0,3,0,1,0,0,1,0,0,1,setting 
17,19,1,1,0,1,0,0,0,0,setting account 
9,11,1,1,0,0,0,0,0,0,setting 
1,11,0,1,7,0,0,0,0,0,setting account 
1,10,0,1,7,0,0,0,0,0,setting account 
0,6,0,1,4,0,0,0,0,0,setting account options 
0,6,0,1,4,0,0,0,0,0,setting 
0,10,0,2,6,0,0,0,0,0,setting 
0,7,0,0,6,0,0,0,0,0,
0,4,0,1,2,0,0,0,0,0,setting 
3,3,0,0,0,0,0,0,0,0,setting privacy settings 
5,6,0,1,0,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
2,6,0,3,0,0,1,0,0,0,setting 
7,10,2,1,0,0,0,0,0,0,
0,8,0,1,7,0,0,0,0,0,setting 
0,6,0,0,4,0,0,0,0,0,setting 
0,10,0,0,7,0,0,0,0,0,preferences 
0,9,0,1,7,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,7,0,0,6,0,0,0,0,0,setting options 
9,12,1,2,0,0,0,0,0,0,options 
5,8,1,1,0,0,1,0,0,0,setting account 
0,2,0,1,0,0,0,1,0,0,setting 
0,0,0,0,0,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
0,8,0,2,0,1,6,0,0,0,setting 
0,12,0,1,9,0,0,0,0,0,setting account 
0,7,0,1,6,0,0,0,0,0,setting 
0,0,0,0,0,0,0,0,0,0,
0,8,0,1,7,0,0,0,0,0,setting preferences 
0,3,0,0,3,0,0,0,0,0,
4,7,0,3,0,0,0,0,0,0,setting 
0,8,0,1,5,1,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
1,6,3,1,0,0,1,0,0,0,setting 
3,9,2,1,0,0,2,0,0,1,setting account 
3,8,0,1,0,0,4,0,0,0,setting account 
0,15,0,2,11,0,0,0,0,0,setting preferences 
1,2,0,1,0,0,0,0,0,0,setting 
0,8,0,1,6,0,0,0,0,0,setting 
0,8,0,0,7,0,0,0,0,0,setting 
0,9,0,1,7,0,0,0,0,0,setting 
0,6,0,1,4,0,0,0,0,0,setting 
0,12,0,3,6,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting 
0,1,1,0,0,0,0,0,0,0,preferences 
2,3,0,1,0,0,0,0,0,0,setting account 
0,5,0,1,3,0,0,0,0,0,setting 
0,2,2,0,0,0,0,0,0,0,
6,8,0,1,0,1,0,0,0,0,setting 
0,5,0,0,4,0,0,0,0,0,setting 
0,1,0,1,0,0,0,0,0,0,setting 
4,6,1,1,0,0,0,0,0,0,setting preferences configuration 
9,13,1,1,1,0,0,1,0,0,account 
4,10,5,0,0,0,0,1,0,0,
3,5,0,1,0,1,1,0,0,0,setting 
1,4,0,0,0,0,3,0,0,0,setting 
1,12,0,2,7,0,0,1,0,0,setting 
8,10,2,0,0,0,0,0,0,0,
0,10,0,0,8,0,0,0,0,0,setting 
8,14,0,6,0,1,0,0,0,0,setting 
4,5,1,0,0,0,0,0,0,0,setting 
0,6,0,1,4,0,0,0,0,0,setting Accessibility options 
0,0,0,0,0,0,0,0,0,0,setting options 
4,6,1,1,0,0,0,0,0,0,setting preferences 
0,9,0,1,6,0,0,0,0,0,setting preferences 
6,11,0,0,0,0,3,1,0,1,
7,8,0,1,0,0,0,0,0,0,setting account 
0,9,0,2,6,0,0,0,0,0,setting 
1,9,0,0,7,0,0,0,0,0,setting preferences 
9,12,1,2,0,0,0,0,0,0,setting 
0,1,0,1,0,0,0,0,0,0,options 
2,2,0,0,0,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting 
0,7,0,1,6,0,0,0,0,0,setting 
5,8,1,2,0,0,0,0,0,0,setting 
3,11,3,3,0,0,0,1,0,0,account 
0,7,0,1,6,0,0,0,0,0,setting 
0,1,0,1,0,1,0,0,0,0,setting 
1,4,1,1,0,0,1,0,0,0,setting 
0,8,0,1,6,0,0,0,0,0,preferences 
0,9,0,1,7,0,0,0,0,0,setting 
0,14,0,1,10,0,1,0,0,0,setting 
0,8,0,1,5,0,0,0,0,0,setting preferences 
0,8,0,1,6,0,0,0,0,0,setting 
0,5,0,1,3,0,0,0,0,0,setting options 
0,11,0,1,8,0,0,0,0,0,setting options 
6,8,0,1,1,0,0,0,0,0,setting 
4,5,0,1,0,0,0,0,0,0,setting 
0,8,0,1,0,1,7,0,0,0,setting 
4,7,0,3,0,0,0,0,0,0,
0,8,0,1,7,0,0,0,0,0,setting 
0,2,0,1,0,0,0,0,0,0,setting 
8,11,1,2,0,0,0,0,0,0,setting account 
0,0,0,0,0,0,0,0,0,0,setting 
0,9,0,0,7,0,0,0,0,0,setting account 
0,8,0,1,6,0,0,0,0,0,setting 
0,9,0,1,7,0,0,0,0,0,setting 
6,6,0,0,0,0,0,0,0,0,setting 
0,8,0,0,7,0,0,0,0,0,setting 
0,5,0,1,3,0,0,0,0,0,setting 
0,9,0,1,6,0,0,0,0,0,setting options 
10,14,0,4,0,0,0,0,0,0,setting account 
2,13,0,2,6,0,0,0,0,0,setting 
0,8,0,1,6,0,0,0,0,0,preferences 
14,15,0,1,0,1,0,0,0,0,setting 
0,12,0,2,9,0,0,0,0,0,setting 
6,8,1,1,0,0,0,0,0,0,setting 
0,3,0,1,0,0,2,0,0,0,setting 
16,18,1,1,0,1,0,0,0,0,setting 
0,9,0,1,7,0,0,0,0,0,setting 
8,10,1,1,0,0,0,0,0,0,setting 
0,3,0,1,1,0,0,0,0,0,setting 
0,14,0,1,11,1,0,0,0,0,setting account 
1,7,1,5,0,1,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
3,4,0,0,0,0,0,0,0,0,setting 
1,5,1,1,0,0,1,0,0,0,setting options 
0,16,1,1,9,0,2,0,0,0,setting account preferences options 
0,3,0,1,1,0,0,0,0,0,setting 
0,2,0,2,0,0,0,0,0,0,setting 
1,1,0,0,0,0,0,0,0,0,setting 
0,1,0,1,0,0,0,0,0,0,setting account 
0,8,0,1,6,0,0,0,0,0,setting 
11,12,0,1,0,0,0,0,0,0,setting 
6,9,0,1,1,0,0,0,0,0,setting options 
4,5,0,1,0,1,0,0,0,0,setting preferences 
3,12,4,2,2,0,0,0,0,0,setting options 
5,7,1,1,0,0,0,0,0,0,setting account 
0,9,0,1,7,1,0,0,0,0,setting 
13,21,0,3,0,0,3,2,0,0,setting options 
1,3,2,0,0,0,0,0,0,0,setting 
2,17,3,3,7,0,0,1,0,0,
6,9,1,2,0,0,0,0,0,0,setting 
0,10,0,1,8,0,0,0,0,0,setting 
8,15,0,3,4,0,0,0,0,0,
2,5,0,3,0,0,0,0,0,0,setting 
4,7,0,2,0,0,1,0,0,0,
0,3,0,1,0,0,1,0,0,1,
0,3,0,1,0,0,2,0,0,0,setting 
4,5,0,1,0,1,0,0,0,0,setting account 
0,1,0,1,0,0,0,0,0,0,setting account Accessibility options 
0,5,1,0,4,0,0,0,0,0,setting account 
0,8,0,1,6,0,0,0,0,0,setting 
0,6,0,1,4,0,0,0,0,0,setting account options 
0,5,0,0,4,0,0,0,0,0,setting 
1,9,1,2,5,0,0,0,0,0,setting 
0,7,0,0,6,0,0,0,0,0,setting 
0,7,0,1,5,0,0,1,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting account options 
2,5,0,0,3,0,0,0,0,0,
0,8,0,1,6,0,0,0,0,0,setting 
1,4,0,2,0,0,0,0,0,0,account 
0,2,0,1,0,0,0,0,0,1,setting 
2,5,0,0,3,0,0,0,0,0,
0,9,0,1,8,1,0,0,0,0,setting account 
0,3,0,1,2,0,0,0,0,0,
0,3,0,1,2,0,0,0,0,0,
0,1,0,1,0,0,0,0,0,0,setting preferences 
1,3,0,2,0,1,0,0,0,0,setting account 
0,11,0,1,8,1,0,0,0,0,setting account 
0,11,0,1,8,1,0,0,0,0,setting account 
0,5,0,1,1,1,1,0,0,1,setting 
0,17,0,1,7,1,7,0,0,1,setting 
0,7,0,0,6,0,0,0,0,0,
0,4,0,1,3,0,0,0,0,0,setting 
0,9,0,1,7,0,0,0,0,0,setting 
2,4,0,2,0,0,0,0,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences options 
6,8,1,1,0,1,0,0,0,0,setting account options 
0,1,0,1,0,0,0,0,0,0,setting account 
8,11,2,1,0,0,0,0,0,0,setting 
0,14,0,1,0,0,12,0,0,1,setting 
0,3,0,1,2,0,0,0,0,0,setting 
0,9,0,1,7,0,0,0,0,0,setting 
3,9,0,0,5,0,0,0,0,0,setting 
0,4,0,1,2,0,0,1,0,0,setting 
0,7,0,1,5,0,0,0,0,0,setting preferences Accessibility 
1,8,0,4,0,1,2,0,0,1,setting 
12,31,0,2,13,0,2,0,0,0,setting account 
0,1,0,1,0,1,0,0,0,0,options 
11,12,0,1,0,1,0,0,0,0,setting 
1,3,0,0,0,0,1,0,0,1,
0,5,0,1,3,0,0,0,0,0,setting 
2,6,2,0,0,0,2,0,0,0,setting account 
31,33,0,1,0,0,0,1,0,0,setting 
0,10,0,1,7,0,0,0,0,0,setting 
0,8,0,0,6,0,0,0,0,0,setting 
0,8,0,0,7,0,0,0,0,0,preferences 
0,8,0,0,5,0,0,0,0,0,setting 
0,4,0,0,4,0,0,0,0,0,
